PARTIDA:0000 VUELO:1000 DESTINO:Caracas 
PARTIDA:0000 VUELO:1006 DESTINO:Mongolia 
PARTIDA:0000 VUELO:1001 DESTINO:Brasil 
PARTIDA:0000 VUELO:1003 DESTINO:Italia 
PARTIDA:0000 VUELO:1008 DESTINO:Japon 
PARTIDA:0000 VUELO:1001 DESTINO:Brasil 
PARTIDA:0000 VUELO:1004 DESTINO:Egipto 
PARTIDA:0000 VUELO:1003 DESTINO:Italia 
PARTIDA:0000 VUELO:1003 DESTINO:Italia 
PARTIDA:0000 VUELO:1004 DESTINO:Egipto 
PARTIDA:0000 VUELO:1010 DESTINO:India 
PARTIDA:0000 VUELO:1006 DESTINO:Mongolia 
PARTIDA:0000 VUELO:1008 DESTINO:Japon 
PARTIDA:0000 VUELO:1000 DESTINO:Caracas 
PARTIDA:0000 VUELO:1001 DESTINO:Brasil 
PARTIDA:0000 VUELO:1005 DESTINO:Mexico 
PARTIDA:0000 VUELO:1009 DESTINO:Peru 
PARTIDA:0000 VUELO:1009 DESTINO:Peru 
PARTIDA:0000 VUELO:1001 DESTINO:Brasil 
PARTIDA:0000 VUELO:1002 DESTINO:España 
PARTIDA:0000 VUELO:1007 DESTINO:China 
PARTIDA:0000 VUELO:1009 DESTINO:Peru 
PARTIDA:0000 VUELO:1007 DESTINO:China 
PARTIDA:0000 VUELO:1007 DESTINO:China 
PARTIDA:0000 VUELO:1008 DESTINO:Japon 
PARTIDA:0000 VUELO:1004 DESTINO:Egipto 
PARTIDA:0000 VUELO:1001 DESTINO:Brasil 
PARTIDA:0000 VUELO:1005 DESTINO:Mexico 
PARTIDA:0000 VUELO:1001 DESTINO:Brasil 
PARTIDA:0000 VUELO:1001 DESTINO:Brasil 
PARTIDA:0000 VUELO:1001 DESTINO:Brasil 
PARTIDA:0000 VUELO:1002 DESTINO:España 
PARTIDA:0000 VUELO:1005 DESTINO:Mexico 
PARTIDA:0000 VUELO:1002 DESTINO:España 
PARTIDA:0000 VUELO:1003 DESTINO:Italia 
PARTIDA:0000 VUELO:1000 DESTINO:Caracas 
PARTIDA:0000 VUELO:1001 DESTINO:Brasil 
PARTIDA:0000 VUELO:1006 DESTINO:Mongolia 
PARTIDA:0000 VUELO:1003 DESTINO:Italia 
PARTIDA:0000 VUELO:1003 DESTINO:Italia 
PARTIDA:0000 VUELO:1010 DESTINO:India 
PARTIDA:0000 VUELO:1002 DESTINO:España 
PARTIDA:0000 VUELO:1009 DESTINO:Peru 
PARTIDA:0000 VUELO:1005 DESTINO:Mexico 
PARTIDA:0000 VUELO:1000 DESTINO:Caracas 
PARTIDA:0000 VUELO:1008 DESTINO:Japon 
PARTIDA:0000 VUELO:1009 DESTINO:Peru 
PARTIDA:0000 VUELO:1008 DESTINO:Japon 
PARTIDA:0000 VUELO:1006 DESTINO:Mongolia 
PARTIDA:0000 VUELO:1010 DESTINO:India 
PARTIDA:0000 VUELO:1008 DESTINO:Japon 
PARTIDA:0000 VUELO:1000 DESTINO:Caracas 
PARTIDA:0000 VUELO:1006 DESTINO:Mongolia 
PARTIDA:0000 VUELO:1004 DESTINO:Egipto 
PARTIDA:0000 VUELO:1007 DESTINO:China 
PARTIDA:0000 VUELO:1004 DESTINO:Egipto 
PARTIDA:0000 VUELO:1006 DESTINO:Mongolia 
PARTIDA:0000 VUELO:1006 DESTINO:Mongolia 
PARTIDA:0000 VUELO:1007 DESTINO:China 
PARTIDA:0000 VUELO:1008 DESTINO:Japon 
PARTIDA:0000 VUELO:1008 DESTINO:Japon 
PARTIDA:0000 VUELO:1008 DESTINO:Japon 
PARTIDA:0000 VUELO:1008 DESTINO:Japon 
PARTIDA:0000 VUELO:1002 DESTINO:España 
PARTIDA:0000 VUELO:1009 DESTINO:Peru 
PARTIDA:0000 VUELO:1009 DESTINO:Peru 
PARTIDA:0000 VUELO:1003 DESTINO:Italia 
PARTIDA:0000 VUELO:1010 DESTINO:India 
PARTIDA:0000 VUELO:1002 DESTINO:España 
PARTIDA:0000 VUELO:1006 DESTINO:Mongolia 
PARTIDA:0000 VUELO:1002 DESTINO:España 
PARTIDA:0000 VUELO:1001 DESTINO:Brasil 
PARTIDA:0000 VUELO:1007 DESTINO:China 
PARTIDA:0000 VUELO:1009 DESTINO:Peru 
PARTIDA:0000 VUELO:1005 DESTINO:Mexico 
PARTIDA:0000 VUELO:1005 DESTINO:Mexico 
PARTIDA:0000 VUELO:1006 DESTINO:Mongolia 
PARTIDA:0000 VUELO:1003 DESTINO:Italia 
PARTIDA:0000 VUELO:1002 DESTINO:España 
PARTIDA:0000 VUELO:1010 DESTINO:India 
PARTIDA:0000 VUELO:1000 DESTINO:Caracas 
PARTIDA:0000 VUELO:1010 DESTINO:India 
PARTIDA:0000 VUELO:1009 DESTINO:Peru 
PARTIDA:0000 VUELO:1006 DESTINO:Mongolia 
PARTIDA:0000 VUELO:1002 DESTINO:España 
PARTIDA:0000 VUELO:1005 DESTINO:Mexico 
PARTIDA:0000 VUELO:1008 DESTINO:Japon 
PARTIDA:0000 VUELO:1008 DESTINO:Japon 
PARTIDA:0000 VUELO:1001 DESTINO:Brasil 
PARTIDA:0000 VUELO:1005 DESTINO:Mexico 
PARTIDA:0000 VUELO:1003 DESTINO:Italia 
PARTIDA:0000 VUELO:1007 DESTINO:China 
PARTIDA:0000 VUELO:1002 DESTINO:España 
PARTIDA:0000 VUELO:1009 DESTINO:Peru 
PARTIDA:0000 VUELO:1009 DESTINO:Peru 
PARTIDA:0000 VUELO:1009 DESTINO:Peru 
PARTIDA:0000 VUELO:1006 DESTINO:Mongolia 
PARTIDA:0000 VUELO:1010 DESTINO:India 
PARTIDA:0000 VUELO:1009 DESTINO:Peru 
PARTIDA:0000 VUELO:1008 DESTINO:Japon 
PARTIDA:0001 VUELO:1005 DESTINO:Mexico 
PARTIDA:0001 VUELO:1000 DESTINO:Caracas 
PARTIDA:0001 VUELO:1005 DESTINO:Mexico 
PARTIDA:0001 VUELO:1008 DESTINO:Japon 
PARTIDA:0001 VUELO:1000 DESTINO:Caracas 
PARTIDA:0001 VUELO:1008 DESTINO:Japon 
PARTIDA:0001 VUELO:1006 DESTINO:Mongolia 
PARTIDA:0001 VUELO:1005 DESTINO:Mexico 
PARTIDA:0001 VUELO:1003 DESTINO:Italia 
PARTIDA:0001 VUELO:1005 DESTINO:Mexico 
PARTIDA:0001 VUELO:1006 DESTINO:Mongolia 
PARTIDA:0001 VUELO:1001 DESTINO:Brasil 
PARTIDA:0001 VUELO:1007 DESTINO:China 
PARTIDA:0001 VUELO:1003 DESTINO:Italia 
PARTIDA:0001 VUELO:1002 DESTINO:España 
PARTIDA:0001 VUELO:1004 DESTINO:Egipto 
PARTIDA:0001 VUELO:1006 DESTINO:Mongolia 
PARTIDA:0001 VUELO:1004 DESTINO:Egipto 
PARTIDA:0001 VUELO:1003 DESTINO:Italia 
